schedule_id,flight_date,origin_airport,dest_airport,dept_time,arr_time,flight_id ,delay_time,flight_status_id 
SC000068250,1/26/2018,BNA,PNS,749,858,154,-22,1
SC000068271,1/26/2018,BOI,OAK,1746,1826,1994,-9,1
SC000068292,1/26/2018,BOS,DEN,909,1153,5969,-12,1
SC000068313,1/26/2018,BUF,MDW,1710,1750,1879,-10,1
SC000068334,1/26/2018,BUR,OAK,732,841,1573,-4,1
SC000068355,1/26/2018,BUR,SJC,1009,1117,796,-8,1
SC000068376,1/26/2018,BWI,ALB,1249,1405,1247,0,2
SC000068397,1/26/2018,BWI,BNA,1041,1126,2119,-14,1
SC000068418,1/26/2018,BWI,CLE,1555,1706,791,-4,1
SC000068439,1/26/2018,BWI,DTW,816,937,5679,-28,1
SC000068460,1/26/2018,BWI,JAX,813,1011,502,-19,1
SC000068481,1/26/2018,BWI,MDW,2024,2115,376,-15,1
SC000068502,1/26/2018,BWI,ORF,1611,1700,493,-10,1
SC000068523,1/26/2018,BWI,PWM,837,1003,1540,-17,1
SC000068544,1/26/2018,BWI,SJU,831,1320,474,-15,1
SC000068565,1/26/2018,CLE,BNA,620,639,154,-36,1
SC000068586,1/26/2018,CLT,DAL,1456,1638,360,-12,1
SC000068607,1/26/2018,CMH,MCO,852,1059,597,-16,1
SC000068628,1/26/2018,CVG,BWI,526,645,484,-20,1
SC000068649,1/26/2018,DAL,AUS,1214,1303,366,-7,1
SC000068670,1/26/2018,DAL,CLT,1545,1900,616,0,2
SC000068691,1/26/2018,DAL,HOU,729,829,3,-6,1
SC000068712,1/26/2018,DAL,LAS,755,845,1577,-15,1
SC000068733,1/26/2018,DAL,MAF,1824,1929,2089,-1,1
SC000068754,1/26/2018,DAL,MEM,925,1038,724,-7,1
SC000068775,1/26/2018,DAL,PHX,1001,1138,446,3,3
SC000068796,1/26/2018,DAL,SFO,1016,1228,898,13,3
SC000068817,1/26/2018,DCA,ATL,1044,1231,653,-14,1
SC000068838,1/26/2018,DCA,MDW,1938,2034,751,-1,1
SC000068859,1/26/2018,DEN,ALB,1756,2322,694,-13,1
SC000068880,1/26/2018,DEN,BWI,1227,1730,834,-15,1
SC000068901,1/26/2018,DEN,HOU,1958,2307,188,-18,1
SC000068922,1/26/2018,DEN,LAS,1400,1447,6417,-8,1
SC000068943,1/26/2018,DEN,MDW,825,1129,549,-21,1
SC000068964,1/26/2018,DEN,OAK,1954,2132,1244,-13,1
SC000068985,1/26/2018,DEN,PHX,1259,1457,792,17,3
SC000069006,1/26/2018,DEN,SFO,818,957,1729,-18,1
SC000069027,1/26/2018,DEN,STL,1030,1317,41,-18,1
SC000069048,1/26/2018,DTW,BWI,532,658,492,-17,1
SC000069069,1/26/2018,ELP,DAL,955,1232,6050,-8,1
SC000069090,1/26/2018,EWR,MCO,1459,1737,1649,-18,1
SC000069111,1/26/2018,FLL,BNA,1912,2030,5667,-5,1
SC000069132,1/26/2018,FLL,EWR,1930,2229,5389,-6,1
SC000069153,1/26/2018,FLL,MSY,1706,1801,860,-19,1
SC000069174,1/26/2018,GEG,BOI,2029,2219,130,-6,1
SC000069195,1/26/2018,HOU,ABQ,834,944,1027,-11,1
SC000069216,1/26/2018,HOU,BWI,2053,30,1401,20,3
SC000069237,1/26/2018,HOU,DAL,1605,1700,40,0,2
SC000069258,1/26/2018,HOU,FLL,1103,1412,2127,-8,1
SC000069279,1/26/2018,HOU,LGA,848,1255,978,-25,1
SC000069300,1/26/2018,HOU,MSY,2205,2304,940,-11,1
SC000069321,1/26/2018,HOU,RDU,1450,1812,553,-8,1
SC000069342,1/26/2018,HRL,HOU,1527,1700,160,35,3
SC000069363,1/26/2018,IND,DAL,1800,1906,55,-9,1
SC000069384,1/26/2018,IND,PHX,854,1105,2064,5,3
SC000069405,1/26/2018,JAX,BNA,627,654,358,-21,1
SC000069426,1/26/2018,LAS,BNA,707,1231,1736,-9,1
SC000069447,1/26/2018,LAS,DAL,541,1003,17,-17,1
SC000069468,1/26/2018,LAS,HOU,1024,1511,40,-14,1
SC000069489,1/26/2018,LAS,MCI,1819,2244,1592,-21,1
SC000069510,1/26/2018,LAS,OAK,2049,2212,924,-13,1
SC000069531,1/26/2018,LAS,PHX,1146,1426,444,26,3
SC000069552,1/26/2018,LAS,SAN,1040,1138,561,-7,1
SC000069573,1/26/2018,LAS,SFO,1604,1737,1131,2,3
SC000069594,1/26/2018,LAS,SMF,2111,2237,1906,-8,1
SC000069615,1/26/2018,LAX,ATL,1000,1709,5529,-16,1
SC000069636,1/26/2018,LAX,DEN,2126,47,6364,-3,1
SC000069657,1/26/2018,LAX,MCI,1622,2114,1716,-31,1
SC000069678,1/26/2018,LAX,OAK,1811,1921,2073,-14,1
SC000069699,1/26/2018,LAX,SFO,1829,1939,695,-16,1
SC000069720,1/26/2018,LAX,SLC,1344,1622,142,-23,1
SC000069741,1/26/2018,LBB,DAL,1223,1329,1048,-1,1
SC000069762,1/26/2018,LGA,MDW,2050,2203,921,-22,1
SC000069783,1/26/2018,LIT,DAL,557,707,1577,-3,1
SC000069804,1/26/2018,MCI,BNA,1022,1143,5456,-12,1
SC000069825,1/26/2018,MCI,HOU,753,1018,686,18,3
SC000069846,1/26/2018,MCI,MDW,1722,1844,4006,-1,1
SC000069867,1/26/2018,MCI,STL,1130,1222,1501,-8,1
SC000069888,1/26/2018,MCO,BUF,941,1204,940,4,3
SC000069909,1/26/2018,MCO,DEN,1147,1348,128,-12,1
SC000069930,1/26/2018,MCO,ISP,1352,1616,1250,-4,1
SC000069951,1/26/2018,MCO,MSY,1339,1425,769,25,3
SC000069972,1/26/2018,MCO,SDF,1235,1431,706,-9,1
SC000069993,1/26/2018,MDW,BHM,1355,1525,299,-15,1
SC000070014,1/26/2018,MDW,CLE,852,1056,329,-9,1
SC000070035,1/26/2018,MDW,DAL,552,813,2138,-2,1
SC000070056,1/26/2018,MDW,EWR,1140,1425,186,-15,1
SC000070077,1/26/2018,MDW,IND,1901,2044,2050,-16,1
